cycle,var1,var2,var1_desc,var2_desc,category1,category2,cross_category,transform1,transform2,correlation,abs_correlation,n_samples,original_correlation,improvement
2011-2012,BMXARMC,BPXDI4,Arm Circumference (cm),Diastolic: Blood pres (4th rdg) mm Hg,body_measures,blood_pressure,True,sqrt,square,0.33506308287257275,0.33506308287257275,430,0.31279993615389845,0.022263146718674298
2011-2012,SMQ800,ALQ141Q,#days used chewing tobacco -last 5 days,# days have 4/5 drinks - past 12 mos,smoking,alcohol,True,sqrt,square,-0.33356897496511806,0.33356897496511806,47,0.2833297247379048,0.05023925022721326
2011-2012,BMXARML,BPXDI2,Upper Arm Length (cm),Diastolic: Blood pres (2nd rdg) mm Hg,body_measures,blood_pressure,True,sqrt,square,0.3303397615494003,0.3303397615494003,6677,0.33590404677011887,-0.005564285220718557
2011-2012,BPXML1,BMXWAIST,MIL: maximum inflation levels (mm Hg),Waist Circumference (cm),blood_pressure,body_measures,True,sqrt,square,0.3211758187358881,0.3211758187358881,6761,0.3286226455011095,-0.007446826765221404
2011-2012,BPXML1,SMQ830,MIL: maximum inflation levels (mm Hg),# days used nicotine quit smoking aids?,blood_pressure,smoking,True,sqrt,square,0.3206365954664662,0.3206365954664662,32,0.28839833522410674,0.032238260242359484
2011-2012,BPXDI1,BMXARML,Diastolic: Blood pres (1st rdg) mm Hg,Upper Arm Length (cm),blood_pressure,body_measures,True,sqrt,square,0.3196279994062896,0.3196279994062896,6532,0.3570349960033366,-0.03740699659704699
2011-2012,BMXSAD2,SMQ800,Sagittal Abdominal Diameter 2nd (cm),#days used chewing tobacco -last 5 days,body_measures,smoking,True,sqrt,square,0.3193227734701969,0.3193227734701969,59,0.3200241273375962,-0.0007013538673993347
2011-2012,BMXWT,BPXSY3,Weight (kg),Systolic: Blood pres (3rd rdg) mm Hg,body_measures,blood_pressure,True,sqrt,square,0.3188113470301553,0.3188113470301553,6853,0.33683674495467236,-0.018025397924517073
2011-2012,DR2TVB2,DR1TVB2,Riboflavin (Vitamin B2) (mg),Riboflavin (Vitamin B2) (mg),dietary,dietary,False,sqrt,square,0.31162548647303573,0.31162548647303573,7486,0.4465038746118304,-0.13487838813879466
2011-2012,BMXARML,BPXSY3,Upper Arm Length (cm),Systolic: Blood pres (3rd rdg) mm Hg,body_measures,blood_pressure,True,sqrt,square,0.3106830678810188,0.3106830678810188,6684,0.3409568870253039,-0.03027381914428512
2011-2012,BMXARMC,BPXSY3,Arm Circumference (cm),Systolic: Blood pres (3rd rdg) mm Hg,body_measures,blood_pressure,True,sqrt,square,0.3096426683766543,0.3096426683766543,6686,0.335225637029223,-0.025582968652568705
2011-2012,DPQ040,SMQ830,Feeling tired or having little energy,# days used nicotine quit smoking aids?,mental_health,smoking,True,sqrt,square,-0.3064785414861145,0.3064785414861145,31,0.20174724625284365,0.10473129523327082
2011-2012,BMXWT,BPXSY1,Weight (kg),Systolic: Blood pres (1st rdg) mm Hg,body_measures,blood_pressure,True,sqrt,square,0.30616384476043207,0.30616384476043207,6694,0.3263123422644561,-0.020148497504024032
2011-2012,BMXARMC,BPXSY1,Arm Circumference (cm),Systolic: Blood pres (1st rdg) mm Hg,body_measures,blood_pressure,True,sqrt,square,0.30220153085656515,0.30220153085656515,6534,0.33056293245460466,-0.028361401598039515
2011-2012,BPXML1,BMXARML,MIL: maximum inflation levels (mm Hg),Upper Arm Length (cm),blood_pressure,body_measures,True,sqrt,square,0.30138100650217253,0.30138100650217253,6831,0.28697135336770035,0.014409653134472178
2011-2012,BMXARML,BPXSY1,Upper Arm Length (cm),Systolic: Blood pres (1st rdg) mm Hg,body_measures,blood_pressure,True,sqrt,square,0.2995886983459168,0.2995886983459168,6532,0.33221034612960876,-0.032621647783691976
